1,2,3,4
66197,65064,65064,65817
66078,64747,64748,66569
65258,64917,64917,67050
64399,65327,65328,67088
65660,65520,65520,65442
63942,65634,65635,66931
65742,65221,65221,65958
64286,65372,65373,67111
65913,64680,64681,66868
66213,64611,64612,66706
66141,64653,64654,66694
65624,65601,65602,65315
65632,64110,64111,68289
66595,64429,64429,66689
66289,64154,64154,67545
65532,65071,65071,66468
66418,65587,65587,64550
66500,64927,64928,65787
68541,65320,65320,62961
64655,65089,65090,67308
65761,65276,65277,65828
66265,64409,64410,67058
69346,63360,63361,66075
66187,64875,64875,66205
66232,64674,64674,66562
63429,65485,65486,67742
66800,63824,63825,67693
65874,65022,65023,66223
65655,65145,65146,66196
65591,65307,65307,65937
65964,65311,65312,65555
67265,64896,64897,65084
65555,65436,65436,65715
66166,65128,65128,65720
65252,65665,65666,65559
65324,65539,65540,65739
66153,65381,65382,65226
65377,65437,65437,65891
65781,65393,65393,65575
65709,65313,65314,65806
65599,65461,65462,65620
66551,64834,64834,65923
65875,65436,65437,65394
66099,64972,64973,66098
65791,65170,65171,66010
65399,65433,65433,65877
65608,65417,65417,65700
65477,65452,65452,65761
65394,65346,65347,66055
65344,65569,65569,65660
66189,65068,65069,65816
65727,65023,65024,66368
65433,64838,64838,67033
65948,65076,65077,66041
66148,65260,65261,65473
66508,64898,64898,65838
66368,64716,64716,66342
66961,64139,64140,66902
65173,65655,65656,65658
66845,63706,63706,67885
65259,64896,64896,67091
65378,65346,65346,66072
66778,63945,63945,67474
66369,64744,64744,66285
65389,65438,65439,65876
65679,65330,65330,65803
65187,65294,65295,66366
65844,65216,65216,65866
65766,65189,65190,65997
65364,65487,65488,65803
66410,64739,64739,66254
66670,64769,64769,65934
66025,65123,65123,65871
65628,65157,65157,66200
65376,65475,65476,65815
65620,65609,65610,65303
65947,64757,64757,66681
66136,65062,65063,65881
66066,65272,65273,65531
65996,65366,65367,65413
65309,65802,65803,65228
65273,65482,65483,65904
65616,65211,65212,66103
65240,65427,65427,66048
65443,65489,65489,65721
65710,65370,65371,65691
65694,65260,65260,65928
65776,65306,65307,65753
65524,65411,65412,65795
65703,65273,65273,65893
65851,65417,65418,65456
65402,65504,65504,65732
65229,65697,65697,65519
65454,65426,65426,65836
65403,65372,65373,65994
65668,65329,65330,65815
65114,65439,65440,66149
65330,65544,65545,65723
65454,65664,65664,65360
65703,65402,65402,65635
65165,65404,65405,66168
65269,65440,65440,65993
65278,65486,65486,65892
65370,65354,65354,66064
65749,65339,65339,65715
65419,65412,65412,65899
65677,65358,65358,65749
65632,65377,65378,65755
65675,65269,65270,65928
65455,65415,65415,65857
65611,65389,65389,65753
66267,64803,64803,66269
65470,65552,65552,65568
65515,65409,65410,65808
65379,65619,65620,65524
65861,64945,64945,66391
65624,65377,65377,65764
65183,65517,65518,65924
65539,65438,65438,65727
65537,65401,65402,65802
64631,65290,65291,66930
65928,65479,65480,65255
65597,65300,65301,65944
65761,65171,65171,66039
66063,65102,65102,65875
66357,64589,64589,66607
65685,64981,64981,66495
66635,65088,65089,65330
65461,64511,64512,67658
65125,65279,65279,66459
66408,64793,64794,66147
65497,65384,65385,65876
65499,65441,65441,65761
65096,65786,65786,65474
65523,65404,65404,65811
65917,65364,65365,65496
66165,65317,65318,65342
65686,65545,65545,65366
65523,65557,65557,65505
65665,65431,65432,65614
65728,65473,65474,65467
65684,65493,65493,65472
65666,65577,65577,65322
66086,64975,64976,66105
66178,65103,65103,65758
66076,65296,65297,65473
65473,65487,65487,65695
65725,65254,65254,65909
65232,65629,65629,65652
65849,65154,65155,65984
66001,65278,65279,65584
65871,65119,65119,66033
65622,65084,65085,66351
66066,65092,65092,65892
65825,64975,64976,66366
65505,65425,65425,65787
65694,65303,65303,65842
65723,65306,65307,65806
66037,65118,65118,65869
66133,65273,65274,65462
65834,65124,65125,66059
65183,65400,65400,66159
68527,64846,64847,63922
65742,65305,65305,65790
65913,65364,65365,65500
66247,64712,64713,66470
65578,65455,65455,65654
65462,65575,65575,65530
65496,65298,65298,66050
65442,65303,65304,66093
65479,65648,65649,65366
65906,64972,64973,66291
66388,64955,64955,65844
66496,64767,64768,66111
65914,65035,65036,66157
65537,65418,65419,65768
66787,64612,64613,66130
65735,65533,65534,65340
66413,64507,64507,66715
65849,64930,64930,66433
65483,65626,65627,65406
65432,65395,65396,65919
65612,65150,65151,66229
65970,64892,64892,66388
65365,65393,65394,65990
65688,65384,65384,65686
65420,65533,65534,65655
65143,65716,65717,65566
66234,64904,64905,66099
65930,65168,65169,65875
65456,65180,65180,66326
65854,65244,65245,65799
65765,65279,65280,65818
65938,65195,65195,65814
65143,65800,65800,65399
65252,65407,65408,66075
66142,65149,65150,65701
65182,65642,65643,65675
63359,64343,64344,70096
65008,65662,65663,65809
66476,64494,64495,66677
65204,65546,65547,65845
65717,65204,65205,66016
65498,65506,65507,65631
65690,65299,65299,65854
66778,64619,64620,66125
65289,65586,65587,65680
65835,65197,65197,65913
66005,65287,65287,65563
66148,64714,64715,66565
66024,64744,64744,66630
66107,65384,65384,65267
65599,65380,65381,65782
65327,65568,65569,65678
65569,65379,65379,65815
65543,64910,64911,66778
65389,65676,65676,65401
65950,65430,65431,65331
65555,65457,65457,65673
65645,65398,65398,65701
66361,64801,64802,66178
65575,64989,64990,66588
65293,65561,65562,65726
65579,65413,65414,65736
65560,65401,65401,65780
65659,65149,65150,66184
66311,64789,64789,66253
65801,65022,65023,66296
70071,62649,62649,66773
65806,65294,65294,65748
66173,62386,62387,71196
67519,63877,63878,66868
66318,64677,64677,66470
66139,64752,64753,66498
65765,65511,65511,65355
65858,65286,65287,65711
65296,65014,65015,66817
65536,65470,65471,65665
65411,65115,65116,66500
65832,65443,65444,65423
65744,64969,64969,66460
65941,65353,65353,65495
65210,65612,65612,65708
65358,65292,65292,66200
66050,64909,64909,66274
65335,65589,65589,65629
65419,65397,65397,65929
65590,65347,65348,65857
65577,65405,65405,65755
65125,65530,65530,65957
65865,65149,65149,65979
66188,65062,65062,65830
71264,64041,64041,62796
65423,65744,65745,65230
66082,64720,64721,66619
65396,65678,65679,65389
66285,65061,65062,65734
65821,65519,65520,65282
65300,65542,65542,65758
77572,62881,62881,58808
65294,65646,65646,65556
65624,65478,65478,65562
65582,65620,65621,65319
65838,65245,65246,65813
80364,62567,62567,56644
65456,65444,65445,65797
65593,65374,65374,65801
65709,64771,64772,66890
58007,63711,63712,76712
63073,64817,64818,69434
65508,65606,65607,65421
65315,65691,65692,65444
65260,65626,65626,65630
65316,65480,65480,65866
66429,64896,64896,65921
65361,65643,65644,65494
65406,65125,65126,66485
65556,65521,65521,65544
65036,65723,65723,65660
65983,65156,65157,65846
65812,65221,65221,65888
66052,65227,65227,65636
65632,65362,65363,65785
65596,65506,65507,65533
65645,65488,65488,65521
66010,65364,65365,65403
65536,65548,65549,65509
65472,65600,65600,65470
65468,65583,65583,65508
65610,65404,65404,65724
65243,65326,65327,66246
65612,65398,65399,65733
65186,65779,65779,65398
65644,65471,65472,65555
65352,65427,65427,65936
65394,65661,65661,65426
65960,65075,65075,66032
70717,64204,64204,63017
65509,65209,65209,66215
65872,65052,65053,66165
66047,65269,65270,65556
65029,65578,65579,65956
66652,64958,64958,65574
70881,64518,64519,62224
65631,65378,65379,65754
65137,65781,65781,65443
65665,65530,65531,65416
65269,65533,65533,65807
65555,65484,65485,65618
66257,64892,64893,66100
66536,65258,65259,65089
