1,2,3,4
65926,65273,65272,65671
67477,65250,65250,64165
67237,65142,65141,64622
66538,65389,65389,64826
65743,65674,65673,65052
66592,65399,65399,64752
66282,65012,65011,65837
66752,65391,65391,64608
66622,64752,64752,66016
66168,64913,64913,66148
66116,64979,64979,66068
66398,65499,65499,64746
66794,64764,64764,65820
66355,64926,64925,65936
66181,64460,64459,67042
65812,65116,65115,66099
66832,65398,65397,64515
67766,65055,65055,64266
68826,65257,65256,62803
66980,65294,65294,64574
65873,65267,65267,65735
66384,64689,64689,66380
68588,64059,64059,65436
66330,64919,64918,65975
66130,64841,64840,66331
65993,65546,65546,65057
66606,64191,64191,67154
66224,65040,65040,65838
65829,65321,65321,65671
66087,65391,65390,65274
65875,65369,65369,65529
67159,65035,65035,64913
66025,65294,65293,65530
66047,65253,65252,65590
66317,65516,65516,64793
66607,65411,65411,64713
66359,65380,65380,65023
65684,65469,65468,65521
66018,65321,65320,65483
65691,65519,65519,65413
65926,65281,65281,65654
66468,65030,65029,65615
65840,65470,65470,65362
65904,65286,65286,65666
66028,65179,65179,65756
65624,65418,65417,65683
65906,65376,65375,65485
65674,65382,65381,65705
65676,65179,65179,66108
65951,65310,65309,65572
66308,65148,65148,65538
65817,65236,65236,65853
64954,65138,65137,66913
66078,65193,65193,65678
66325,65394,65394,65029
66391,65127,65126,65498
66491,64855,64854,65942
66611,64685,64685,66161
65813,65356,65356,65617
66607,64194,64193,67148
65336,65045,65044,66717
65573,65508,65507,65554
66620,64417,64416,66689
66470,64862,64861,65949
65619,65340,65340,65843
66068,65292,65291,65491
65721,65095,65095,66231
66140,65321,65320,65361
66264,65044,65044,65790
65765,65591,65591,65195
66493,64973,64972,65704
65860,64977,64976,66329
66026,65298,65297,65521
65729,65133,65132,66148
65484,65599,65599,65460
66001,65501,65501,65139
66250,64877,64876,66139
66397,65045,65045,65655
66223,65345,65345,65229
66143,65379,65379,65241
65779,65527,65527,65309
65439,65483,65483,65737
65856,65099,65099,66088
65333,65641,65640,65528
65823,65450,65449,65420
65702,65547,65547,65346
66022,65273,65272,65575
65961,65298,65298,65585
65894,65277,65277,65694
65817,65308,65307,65710
66122,65290,65290,65440
65918,65356,65355,65513
65691,65389,65388,65674
65955,65411,65410,65366
66218,65152,65152,65620
65735,65544,65544,65319
65223,65565,65565,65789
65652,65387,65387,65716
65556,65607,65606,65373
65870,65359,65358,65555
65649,65245,65245,66003
65520,65564,65563,65495
65683,65389,65388,65682
65918,65138,65137,65949
65940,65583,65582,65037
65509,65471,65470,65692
65996,65295,65294,65557
65830,65328,65328,65656
65964,65234,65234,65710
65544,65536,65535,65527
65690,65359,65358,65735
66310,65099,65098,65635
65672,65575,65574,65321
65808,65354,65354,65626
65984,65263,65263,65632
66137,65140,65139,65726
65655,65427,65426,65634
65562,65468,65468,65644
65691,65444,65443,65564
65723,65498,65498,65423
63321,65186,65186,68449
65933,65449,65449,65311
65632,65406,65406,65698
66044,65320,65319,65459
65924,65420,65419,65379
66229,64940,64939,66034
65850,65081,65080,66131
66607,65175,65175,65185
65526,64868,64868,66880
65255,65359,65358,66170
66035,65153,65153,65801
65676,65499,65499,65468
66039,65210,65209,65684
65816,65472,65471,65383
65753,65457,65456,65476
66447,65143,65143,65409
66344,65187,65187,65424
65858,65385,65384,65515
65698,65428,65427,65589
65925,65241,65241,65735
65935,65583,65583,65041
65810,65401,65400,65531
66112,65313,65312,65405
66066,65069,65069,65938
66043,65082,65081,65936
65832,65442,65442,65426
65851,65396,65395,65500
65917,65382,65381,65462
65795,65267,65266,65814
65791,65409,65409,65533
66150,65218,65218,65556
66148,65131,65130,65733
65728,65268,65268,65878
66243,65101,65100,65698
65595,65275,65275,65997
65865,65405,65404,65468
65883,65274,65273,65712
65979,65439,65439,65285
66319,65108,65107,65608
66207,65252,65252,65431
66036,65241,65241,65624
65493,65515,65514,65620
68211,65020,65020,63891
66009,65130,65129,65874
66004,65412,65412,65314
66401,64836,64836,66069
65573,65491,65490,65588
66064,65319,65318,65441
65674,65294,65293,65881
65769,65326,65326,65721
65701,65517,65517,65407
65884,65080,65080,66098
66501,64991,64990,65660
66443,64955,64955,65789
66156,65177,65177,65632
65500,65512,65512,65618
66676,64823,64823,65820
65754,65558,65558,65272
66161,64845,64844,66292
65884,65083,65082,66093
65956,65264,65264,65658
65619,65445,65445,65633
65738,65236,65236,65932
66045,64931,64930,66236
65757,65381,65381,65623
66035,65313,65312,65482
65719,65476,65476,65471
65504,65587,65587,65464
66355,64960,64960,65867
66374,65132,65132,65504
65587,65207,65206,66142
65971,65275,65275,65621
66162,65319,65319,65342
66208,65196,65195,65543
65541,65677,65676,65248
65851,65164,65164,65963
66242,65304,65304,65292
65760,65434,65434,65514
63850,64539,64539,69214
65547,65521,65521,65553
66400,64735,64735,66272
65665,65299,65299,65879
65777,65155,65155,66055
66032,65395,65395,65320
65990,65280,65279,65593
66743,64881,64881,65637
65818,65338,65338,65648
65836,65357,65356,65593
65773,65507,65506,65356
66123,64834,64834,66351
65966,65070,65069,66037
66436,65147,65146,65413
65842,65342,65342,65616
65507,65548,65548,65539
65718,65455,65454,65515
65693,65031,65031,66387
65913,65278,65277,65674
66347,65268,65268,65259
65899,65379,65378,65486
65903,65202,65201,65836
66320,64929,64929,65964
65654,65248,65248,65992
65728,65471,65471,65472
65912,65418,65418,65394
65816,65470,65469,65387
65907,65131,65131,65973
66200,65086,65085,65771
66009,64995,64995,66143
69078,63476,63475,66113
65895,65291,65290,65666
65842,63388,63388,69524
66903,64362,64362,66515
66233,65002,65001,65906
65910,65071,65071,66090
65845,65448,65447,65402
66024,65395,65395,65328
65725,65019,65019,66379
65612,65589,65589,65352
65591,65235,65235,66081
66129,65396,65396,65221
65752,65195,65194,66001
66192,65388,65387,65175
65502,65534,65533,65573
65655,65236,65235,66016
66038,65174,65173,65757
65451,65630,65629,65432
65866,65291,65290,65695
65784,65367,65367,65624
66187,65175,65174,65606
65551,65337,65336,65918
65839,65362,65361,65580
66257,65025,65024,65836
70252,64389,64388,63113
65930,65531,65531,65150
66573,64878,64878,65813
65823,65478,65478,65363
66386,65178,65178,65400
65793,65469,65469,65411
65871,65364,65363,65544
75992,63521,63520,59109
65566,65523,65522,65531
65689,65555,65554,65344
65964,65450,65450,65278
66009,65407,65407,65319
78303,63284,63283,57272
65787,65495,65495,65365
65763,65377,65376,65626
65687,64990,64990,66475
59483,64234,64234,74191
63701,65085,65085,68271
65632,65583,65583,65344
65537,65683,65683,65239
65831,65493,65492,65326
65711,65435,65434,65562
66308,65112,65111,65611
65875,65311,65311,65645
65825,65228,65228,65861
65848,65321,65320,65653
65664,65548,65547,65383
65938,65235,65235,65734
66199,65119,65118,65706
66033,65335,65334,65440
65930,65195,65195,65822
65875,65457,65457,65353
66187,65300,65299,65356
66038,65346,65346,65412
65719,65494,65494,65435
65937,65510,65509,65186
65500,65461,65460,65721
65738,65364,65363,65677
65545,65359,65359,65879
65970,65246,65246,65680
65645,65497,65496,65504
65963,65253,65253,65673
65824,65200,65199,65919
65564,65589,65588,65401
65908,65359,65358,65517
69775,64712,64711,62944
65858,65386,65385,65513
66014,65268,65268,65592
66175,65375,65375,65217
65621,65301,65301,65919
66560,65211,65210,65161
69992,64716,64716,62718
65972,65256,65256,65658
65539,65565,65564,65474
65787,65523,65523,65309
65431,65552,65551,65608
65720,65528,65528,65366
66141,65120,65120,65761
66419,65243,65243,65237
65584,65482,65481,65595
65610,65679,65679,65174
65711,65422,65421,65588
65731,65505,65505,65401
65755,65338,65337,65712
65565,65429,65428,65720
66132,65332,65332,65346
67902,65061,65060,64119
65564,65486,65485,65607
65968,65241,65240,65693
65427,65537,65536,65642
66043,65278,65278,65543
63967,64719,64719,68737
65874,65396,65395,65477
65846,65416,65415,65465
65661,65486,65485,65510
65745,65341,65341,65715
66388,65151,65151,65452
65487,65691,65691,65273
65562,65576,65576,65428
65983,65199,65198,65762
65401,65327,65327,66087
65757,65470,65469,65446
65985,65346,65345,65466
65665,65291,65290,65896
65640,65372,65371,65759
66232,64942,64941,66027
65653,65453,65453,65583
65217,65121,65121,66683
65707,65368,65367,65700
65520,65600,65599,65423
65909,65327,65327,65579
66682,65216,65216,65028
65956,65402,65402,65382
65698,65381,65381,65682
65582,65404,65404,65752
65796,65542,65541,65263
65919,65375,65374,65474
65873,65320,65319,65630
65734,65507,65506,65395
65686,65477,65476,65503
66033,65345,65344,65420
65753,65440,65439,65510
65880,65346,65345,65571
66087,65337,65337,65381
65673,65427,65427,65615
65429,65267,65267,66179
66730,65443,65443,64526
67611,65329,65329,63873
73467,64078,64077,60520
82891,62420,62420,54411
65686,65337,65336,65783
65592,65573,65572,65405
65959,65324,65323,65536
65816,65479,65479,65368
65478,65381,65380,65903
65915,65399,65398,65430
65956,65326,65326,65534
65711,65518,65517,65396
65663,65639,65639,65201
66405,65438,65438,64861
66048,65309,65308,65477
65812,65188,65188,65954
66557,65419,65418,64748
65861,65334,65333,65614
65606,65516,65516,65504
64993,64583,64582,67984
66110,65521,65520,64991
66247,64486,64486,66923
65591,65391,65391,65769
66066,64749,64749,66578
66011,65176,65175,65780
65829,65525,65524,65264
66100,65409,65409,65224
65860,65270,65270,65742
65627,65541,65541,65433
65640,65460,65459,65583
65632,65636,65635,65239
66284,64802,64801,66255
65628,65565,65565,65384
66220,64944,64944,66034
65755,65468,65467,65452
66646,64755,64755,65986
66009,64959,64959,66215
66388,64942,64942,65870
65858,65282,65281,65721
65545,65291,65291,66015
64732,65236,65236,66938
67511,64905,64904,64822
65070,65123,65122,66827
65517,65114,65114,66397
65934,65493,65492,65223
66371,64947,64946,65878
65852,65442,65442,65406
66037,65491,65491,65123
65014,65277,65277,66574
66077,65147,65146,65772
65687,65451,65450,65554
70456,64454,64453,62779
65627,65398,65397,65720
65820,65461,65461,65400
66036,65392,65391,65323
65856,65414,65413,65459
66252,64985,64985,65920
65541,65622,65621,65358
66084,65266,65265,65527
62653,64473,64472,70544
66397,64594,64594,66557
65371,65510,65510,65751
65588,65429,65428,65697
65532,65516,65515,65579
65924,65518,65518,65182
65794,65298,65297,65753
65259,64864,64863,67156
65855,65396,65395,65496
65874,65322,65322,65624
65819,65451,65450,65422
65549,65581,65581,65431
65873,65467,65466,65336
67497,65184,65183,64278
65704,65382,65381,65675
65864,65358,65358,65562
65665,65285,65285,65907
65405,65665,65665,65407
67967,65107,65107,63961
67806,64850,64849,64637
65865,65453,65453,65371
65972,65125,65124,65921
65561,65564,65564,65453
65974,65123,65123,65922
66538,64997,64996,65611
65999,65358,65358,65427
65838,65196,65196,65912
67397,65050,65049,64646
65618,65577,65577,65370
65866,65413,65413,65450
65704,65506,65506,65426
66369,64941,64940,65892
66020,65214,65213,65695
65770,65491,65490,65391
71036,64522,64521,62063
65888,65330,65329,65595
66097,65120,65119,65806
65662,65412,65411,65657
67766,64900,64899,64577
66057,65090,65089,65906
65683,65292,65291,65876
65837,65363,65363,65579
65765,65498,65498,65381
65862,65409,65409,65462
66131,65429,65428,65154
65693,65404,65403,65642
65824,65432,65432,65454
65584,65452,65452,65654
66051,65116,65115,65860
65810,65463,65462,65407
65482,65578,65578,65504
66750,65036,65035,65321
65539,65510,65510,65583
65923,64973,64973,66273
65804,65455,65455,65428
65334,65440,65440,65928
60442,63951,63951,73798
65475,65520,65520,65627
66854,64776,64775,65737
65471,65516,65515,65640
66157,65171,65171,65643
65781,65523,65522,65316
71796,64430,64429,61487
65703,65277,65276,65886
65713,65408,65408,65613
67919,64988,64987,64248
65577,65533,65533,65499
65705,65417,65417,65603
66266,64964,64963,65949
66063,65244,65244,65591
66047,65277,65276,65542
65908,65209,65208,65817
65838,65361,65360,65583
65885,65589,65588,65080
65718,65397,65397,65630
68251,64969,64969,63953
65790,65587,65587,65178
65625,65346,65345,65826
66405,64832,64832,66073
65538,65582,65582,65440
66264,65026,65025,65827
65356,65492,65492,65802
65761,65460,65459,65462
69273,61978,61978,68913
65238,65625,65625,65654
65913,65427,65427,65375
70403,61271,61271,69197
67765,62933,62934,68510
69283,61928,61927,69004
65279,65493,65492,65878
65488,65562,65562,65530
65516,65554,65554,65518
66565,64970,64969,65638
70052,60857,60857,70376
77588,59847,59848,64859
66958,64205,64205,66774
67060,64479,64478,66125
65295,65596,65596,65655
68202,63086,63086,67768
67901,59379,59380,75482
68798,62177,62176,68991
65490,65394,65394,65864
66012,65019,65019,66092
68086,63093,63094,67869
66051,65214,65214,65663
67118,64156,64157,66711
62775,60890,60890,77587
66136,64696,64695,66615
66001,65308,65307,65526
66790,64064,64065,67223
67976,62694,62694,68778
65729,65188,65187,66038
65606,65542,65542,65452
68829,62255,62255,68803
66891,64450,64449,66352
68682,62227,62226,69007
65771,65259,65259,65853
66066,65138,65138,65800
65690,65514,65515,65423
68580,62660,62660,68242
65747,65116,65116,66163
66633,64598,64598,66313
67436,64031,64030,66645
66599,64445,64446,66652
