feature_1,target
0.9776016267993213,1
494.3517858464817,1
275.58201741277105,1
366.90603302116995,1
-2.643000836791528,1
215.2205238117434,1
-20.04517644970249,1
-33.53678340490397,1
55.37552479467669,1
29.078925379766904,1
-17.7282793847932,1
23.040279986923057,1
280.454101571944,1
61.552934002557855,1
17.135827454933967,1
-16.40552548445263,1
-4.56172275315759,1
149.645532665137,1
-7.123790829910265,1
738.6812247359951,1
-3.8582793988013777,1
23.558018202873193,1
-25.364235738410876,1
6.481491643783512,1
-50.67341716431207,1
488.8382205535711,1
-67.72293088512927,1
70.76782110394207,1
-0.3817096131750346,1
84.08781920987295,1
199.5352947186677,1
-83.4202066543559,1
-39.47684620480742,1
-58.09276776579395,1
95.26959354082996,1
197.3792986103175,1
3.969335114331568,1
-25.372867639526415,1
-2.6386163576192576,1
4.441343386809074,1
-9.995463649218951,1
-4.227405694157757,1
-13.026763330758374,1
7.777175120014219,1
-59.429506893032205,1
-3.118544928994345,1
-30.680549516014732,1
4.278714004295146,1
-89.35430768134118,1
4.0559015433315295,1
-78.8664603219109,0
26.782843130208903,0
321.81890917847363,0
5.727572241733268,0
41.639355828395345,0
86.938004271773,0
-13.099269552509403,0
-67.14816150089501,0
-1.2086515994507543,0
38.57935186269316,0
-172.41202522174984,0
24.300308160274284,0
13.752524028135792,0
-1.6276231411497624,0
-85.07819170880585,0
-5.015931013100043,0
373.1992764651788,0
-72.43814861305512,0
-19.35655534028278,0
-3.2428845717691286,0
170.37758988790313,0
872.4792244539809,0
16.569059699879695,0
9.116444924061426,0
17.69423542506162,0
-0.6981058479168094,0
-100.5963719880364,0
-19.164410381455607,0
20.841572160714662,0
4.154737896637265,0
-1.6630580749076798,0
1.7506134246222522,0
62.57912396572355,0
2.3973579350283822,0
-13.195764073151032,0
-11.180453413340068,0
-1.9697304563521931,0
1.0679653853225146,0
33.34723363813839,0
3.9087454788775107,0
-7.807359391419497,0
57.68688545885925,0
3.461479352538486,0
1.7588459231760967,0
15.758061833164852,0
-12.25278214999284,0
9.63145301411674,0
-1.523323445802076,0
0.7409443280888824,0
-0.6416163084778617,0
