1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
32238,16297,8139,4012,2078,1025,529,282,131,88,41,18,7,7,7,2,1,1,0,0
32015,15597,7781,3916,1964,1020,513,308,123,81,50,28,7,4,4,0,1,0,0,0
32917,15693,7561,3681,1844,932,516,270,129,78,34,25,15,9,1,1,3,2,0,0
33483,15945,7490,3696,1884,892,512,219,101,64,28,14,7,9,2,0,1,0,0,1
32698,16193,8320,4090,2033,1057,535,250,133,74,36,27,11,4,1,1,1,0,0,0
33698,15938,7619,3678,1808,916,438,220,132,45,20,17,6,1,0,2,0,0,1,0
31799,16250,8084,4128,2077,1098,545,287,139,77,24,19,14,7,2,2,1,0,0,1
33706,15860,7557,3706,1762,856,501,206,97,54,23,20,8,3,1,0,0,0,0,0
31938,15668,7824,4039,2085,1057,528,296,138,88,49,27,13,13,8,2,3,2,0,0
31366,16007,7992,4149,2097,1103,561,331,148,85,45,21,14,7,4,2,0,1,0,0
31492,15753,8017,4107,2130,1083,613,279,172,88,38,27,21,5,8,1,2,0,0,1
32705,16383,8155,4134,2021,1018,498,253,127,74,31,19,6,3,2,0,0,0,0,0
31787,15360,7488,3909,1985,979,557,299,159,69,46,23,17,7,2,4,0,1,0,4
31241,15723,7945,4178,2227,1092,574,322,162,76,51,28,14,11,8,1,0,2,1,0
30995,15526,7874,3955,2141,1160,563,336,182,100,72,29,10,13,6,5,6,3,1,1
31956,16348,7992,4040,2145,1065,495,289,139,74,49,19,9,5,1,2,0,0,0,0
32479,16210,8166,4185,2110,1046,524,283,142,64,32,19,13,4,1,1,1,2,0,0
32412,15794,7668,3974,2006,1028,516,309,170,83,38,25,15,7,8,5,3,1,2,0
31850,15860,8236,4221,2205,1181,614,280,140,81,46,23,12,5,5,1,2,1,1,0
32881,15665,7567,3643,1870,921,467,263,115,79,35,28,11,6,7,2,1,0,0,1
32262,16141,8056,4176,2024,1059,535,275,150,76,30,16,9,3,3,3,0,0,0,0
31477,15366,7799,4097,2128,1132,634,305,170,91,43,26,22,13,11,1,1,3,0,0
29549,14916,7710,4159,2255,1289,725,420,226,132,99,49,33,27,20,12,9,7,2,2
31222,15802,8169,4161,2163,1099,560,307,171,97,35,23,8,5,3,0,2,0,0,0
31357,16018,7947,4009,2125,1114,581,288,186,93,51,26,13,4,5,1,2,3,0,0
33594,15934,7505,3642,1779,853,440,219,97,56,30,15,6,3,1,1,0,0,0,0
30652,15138,7784,3995,2145,1151,604,375,213,120,91,47,23,13,4,5,3,0,0,0
31828,16240,8125,4242,2075,1073,511,268,135,74,48,19,10,5,1,0,0,0,1,0
32121,16032,8118,4183,2091,1094,553,255,152,63,27,22,3,5,1,1,2,1,0,0
32092,16360,8119,4124,2092,1073,517,242,121,75,32,12,14,7,3,2,1,0,0,0
32295,16234,8152,4187,2102,1088,507,296,130,62,36,14,7,7,1,1,0,0,1,0
31907,15863,8027,4018,2136,1062,591,290,171,81,74,38,25,21,13,11,8,9,8,1
32409,16284,8005,4105,2140,1106,510,229,132,84,31,18,6,5,3,2,1,0,0,0
32231,16294,8124,4088,2100,1088,560,272,127,74,20,25,7,3,4,0,0,0,0,0
33033,16121,7968,3957,2013,984,490,247,116,66,31,13,8,2,4,2,1,1,1,0
32988,16162,7941,3918,1960,987,473,262,111,69,34,15,8,11,1,1,0,0,0,0
32425,16301,8107,4033,2054,1119,504,270,158,71,34,14,9,4,3,2,1,1,1,0
32654,16217,8233,4025,2027,1051,569,250,123,64,38,22,11,3,1,0,0,0,0,0
32516,16222,8137,4114,2066,1005,554,300,124,59,37,23,5,1,3,1,1,1,0,0
32273,16284,8302,4121,2093,1024,519,264,134,63,36,14,10,6,1,1,0,0,0,0
