iter	Logloss
522	0.2917442322
523	0.2916847229
524	0.2915752738
525	0.2914299229
526	0.2913349697
527	0.2912924412
528	0.2911613246
529	0.2910831124
530	0.2909429278
531	0.2908620562
532	0.2907533918
533	0.2906826564
534	0.2906565639
535	0.290471017
536	0.2903856986
537	0.2902105713
538	0.2900529262
539	0.2899446542
540	0.2898569815
541	0.289650225
542	0.2894454738
543	0.2893605695
544	0.289221889
545	0.2891380964
546	0.2889707293
547	0.2888336618
548	0.2887012809
549	0.2885329328
550	0.288379037
551	0.2882711356
552	0.2881364659
553	0.2880116054
554	0.2879640416
555	0.2878846741
556	0.2877695356
557	0.2877148438
558	0.2876251003
559	0.287419063
560	0.2873297991
561	0.2872451128
562	0.2871790423
563	0.2869607108
564	0.286832646
565	0.2866382272
566	0.2865302168
567	0.2864713396
568	0.2863973345
569	0.286322828
570	0.2861963981
571	0.2860369001
572	0.2859463937
573	0.285778765
574	0.2856547546
575	0.2855261666
576	0.2854529681
577	0.2853083147
578	0.2851681519
579	0.2850606428
580	0.2849000767
581	0.2847938756
582	0.2847448295
583	0.2846533639
584	0.2845616804
585	0.284437561
586	0.2843822588
587	0.2843280029
588	0.2842445156
589	0.2840471104
590	0.2840024458
591	0.2839161028
592	0.2837459673
593	0.2836283439
594	0.2835790362
595	0.2834233093
596	0.2832713972
597	0.2830891854
598	0.2830303083
599	0.2830033221
600	0.2828462437
601	0.2826125227
602	0.2825589425
603	0.2824054609
604	0.2823319353
605	0.2822310965
606	0.2820885359
607	0.2820464652
608	0.2820280021
609	0.2819531686
610	0.2819193377
611	0.2817276219
612	0.281600647
613	0.2815626308
614	0.2814906965
615	0.281446228
616	0.2813556126
617	0.2812279402
618	0.2810618809
619	0.2809732056
620	0.2808924648
621	0.2807480076
622	0.2806474522
623	0.2805022539
624	0.280420336
625	0.2802835519
626	0.2801494707
627	0.280065809
628	0.2799540057
629	0.2798652213
630	0.279704895
631	0.2795908901
632	0.2793849836
633	0.2792357744
634	0.279113399
635	0.2789411708
636	0.2788146973
637	0.2787757874
638	0.2786513192
639	0.2785808236
640	0.2784920829
641	0.2784110369
642	0.2783222743
643	0.2781782096
644	0.2781010873
645	0.2780641828
646	0.2778860692
647	0.2777705601
648	0.2776181902
649	0.2775313459
650	0.2774770028
651	0.277363739
652	0.2772345407
653	0.2771284921
654	0.2769803728
655	0.2768844169
656	0.2767604719
657	0.2766954259
658	0.2764954267
659	0.2763826861
660	0.2762716239
661	0.2762112427
662	0.2761021859
663	0.2759238979
664	0.2758316476
665	0.2757028416
666	0.2756268964
667	0.2755608041
668	0.2754751151
669	0.2753629848
670	0.2752821786
671	0.2751464844
672	0.2749889701
673	0.2748782131
674	0.2748008074
675	0.2747427804
676	0.2746887643
677	0.2745435224
678	0.2744413321
679	0.2743941389
680	0.2742300415
681	0.2741364397
682	0.2740492467
683	0.2739040048
684	0.2738238743
685	0.2737282671
686	0.2736686489
687	0.2734808132
688	0.2733015878
689	0.2731447056
690	0.273037371
691	0.2729650443
692	0.2728845651
693	0.2727889579
694	0.2726334054
695	0.2724478149
696	0.2723461914
697	0.2722942025
698	0.2721986607
699	0.2720176479
700	0.2718112619
701	0.2716999163
702	0.2715432739
703	0.2714823696
704	0.2713887024
705	0.2712765067
706	0.2711976188
707	0.2711317008
708	0.2709664481
709	0.2707392665
710	0.2705182321
711	0.2703961618
712	0.2703434753
713	0.2702944074
714	0.2701943534
715	0.270060948
716	0.2699257769
717	0.2698699951
718	0.2697386387
719	0.2696168736
720	0.2694954572
721	0.2694469125
722	0.2693192836
723	0.2691996547
724	0.2691363961
725	0.269064985
726	0.268923863
727	0.2687858364
728	0.2686886597
729	0.268561336
730	0.2684514073
731	0.268327179
732	0.2681741333
733	0.2680686733
734	0.2679686628
735	0.2678602382
736	0.2677053397
737	0.2675005668
738	0.2673116193
739	0.267129473
740	0.2670499747
741	0.2669584656
742	0.2667789132
743	0.2667020743
744	0.2666283308
745	0.2664382935
746	0.2663209752
747	0.2662109375
748	0.2661472866
749	0.2660163661
750	0.2659737723
751	0.2658147757
752	0.2656728908
753	0.2654981123
754	0.265307312
755	0.2652130999
756	0.2650631278
757	0.2649705287
758	0.2649025835
759	0.2647613089
760	0.2646917725
761	0.2645500401
762	0.2644030326
763	0.2643097796
764	0.264244254
765	0.2640263149
766	0.2638936724
767	0.2638170515
768	0.2636994716
769	0.2635724313
770	0.263530426
771	0.2633833095
772	0.2632035392
773	0.2631041827
774	0.262950701
775	0.2628465925
776	0.2627303641
777	0.2625961086
778	0.2625080654
779	0.2624067688
780	0.2623270961
781	0.2621221924
782	0.2618800572
783	0.2617453003
784	0.2616976493
785	0.2616115461
786	0.2614814758
787	0.261373836
788	0.2612817819
789	0.2611483329
790	0.261023298
791	0.2608427429
792	0.2606457084
793	0.2604769461
794	0.2604379708
795	0.260315203
796	0.2602174159
797	0.2600941249
798	0.2599130249
799	0.2597910418
800	0.2597231184
801	0.2594664655
802	0.2593426732
803	0.2592597089
804	0.2591273717
805	0.2589449637
806	0.2588058036
807	0.2586147853
808	0.2584957014
809	0.2584112113
810	0.2583400617
811	0.2582070923
812	0.2581260245
813	0.2580847604
814	0.2579092407
815	0.2578748649
816	0.2578476824
817	0.2576084464
818	0.2574976022
819	0.2573598807
820	0.2572912816
821	0.2571648734
822	0.2570639038
823	0.2569871739
824	0.2568658011
825	0.2567057582
826	0.256585519
827	0.2564138794
828	0.2562468393
829	0.2561950902
830	0.2560946219
831	0.2559765625
832	0.2558716038
833	0.2557815552
834	0.2556144714
835	0.2554233006
836	0.2552491106
837	0.2550876508
838	0.2550132533
839	0.2548600115
840	0.2547765895
841	0.2546730259
842	0.2545784433
843	0.2544615827
844	0.2542777797
845	0.2541003636
846	0.2539314052
847	0.2538718305
848	0.2537720163
849	0.2536204747
850	0.2535345677
851	0.2533112444
852	0.2532824271
853	0.2532108852
854	0.253107278
855	0.2528686741
856	0.2526899937
857	0.2526287406
858	0.2525260707
859	0.25237854
860	0.2522237723
861	0.2520741708
862	0.2519613647
863	0.2518295724
864	0.2517526899
865	0.251673148
866	0.2515134539
867	0.2514405605
868	0.2514052473
869	0.2512847028
870	0.2511997332
871	0.2511505999
872	0.2510069493
873	0.2509310041
874	0.2508249991
875	0.2507108416
876	0.2506055559
877	0.2505038016
878	0.2504093497
879	0.2502520098
880	0.2501645769
881	0.2500362069
882	0.2499794442
883	0.2498733738
884	0.249761091
885	0.2497123064
886	0.2495091684
887	0.24934021
888	0.249143655
889	0.2489703805
890	0.248825422
891	0.2486308943
892	0.2485541207
893	0.2483959525
894	0.2483161272
895	0.248253479
896	0.2482102312
897	0.2480752345
898	0.2479902867
899	0.2479381452
900	0.2478003366
901	0.2476374163
902	0.2475634766
903	0.2474688721
904	0.2473801531
905	0.2473049927
906	0.2471874128
907	0.2471340288
908	0.247052002
909	0.2469867379
910	0.2467946516
911	0.2467098999
912	0.2465428816
913	0.2465011161
914	0.2464311218
915	0.2463512748
916	0.2461769976
917	0.2461058916
918	0.246015407
919	0.2458770316
920	0.2457564218
921	0.2457016863
922	0.2455678885
923	0.2455207389
924	0.2454147775
925	0.2452829851
926	0.2451875087
927	0.2450994219
928	0.2448911394
929	0.2448253087
930	0.2446689933
931	0.2446003287
932	0.244389692
933	0.2442684937
934	0.2442049517
935	0.2441489955
936	0.2441280038
937	0.2440251378
938	0.2439767892
939	0.2438140433
940	0.2435775757
941	0.2433879961
942	0.2432020351
943	0.2431249564
944	0.2429544939
945	0.2427961949
946	0.2427230399
947	0.2425679016
948	0.2423907035
949	0.2422577994
950	0.2420924159
951	0.241953343
952	0.2419110107
953	0.241763916
954	0.2415666417
955	0.2414865548
956	0.241356114
957	0.2412622506
958	0.2411995152
959	0.2410348729
960	0.2409683664
961	0.2408641706
962	0.2406624494
963	0.2405579485
964	0.2404507446
965	0.2402570234
966	0.2401499721
967	0.2399213954
968	0.2398264422
969	0.2396933419
970	0.2395273263
971	0.2394771249
972	0.2393106951
973	0.2392238944
974	0.2390772356
975	0.238959089
976	0.2388909912
977	0.2388447789
978	0.2387656512
979	0.2386765834
980	0.2385315377
981	0.2384208897
982	0.2382680838
983	0.2381423078
984	0.2380607387
985	0.2379882812
986	0.2378610665
987	0.2376287842
988	0.2375522069
989	0.2374965341
990	0.2374131557
991	0.2373386056
992	0.2372457232
993	0.2371655709
994	0.2371070208
995	0.2370366124
996	0.2369474139
997	0.2368886457
998	0.2368461391
999	0.2366519165
